###############PARAM###############
2.024310e-01 
101 
###################################
0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
1.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
2.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
3.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
4.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
5.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
6.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
7.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
8.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
9.000000e-02 1.000000e+00 1.000000e+00 0.000000e+00
1.000000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.100000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.200000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.300000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.400000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.500000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.600000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.700000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.800000e-01 1.000000e+00 1.000000e+00 0.000000e+00
1.900000e-01 1.000000e+00 1.000000e+00 0.000000e+00
2.000000e-01 1.000000e+00 1.000000e+00 0.000000e+00
2.100000e-01 1.000000e+00 1.000000e+00 0.000000e+00
2.200000e-01 9.981886e-01 9.969908e-01 2.319347e-03
2.300000e-01 9.786142e-01 9.646945e-01 2.714803e-02
2.400000e-01 9.466789e-01 9.128448e-01 6.756764e-02
2.500000e-01 9.116305e-01 8.572364e-01 1.117234e-01
2.600000e-01 8.762970e-01 8.025874e-01 1.561513e-01
2.700000e-01 8.414647e-01 7.501296e-01 2.000147e-01
2.800000e-01 8.074181e-01 7.002328e-01 2.431043e-01
2.900000e-01 7.742933e-01 6.530166e-01 2.853633e-01
3.000000e-01 7.421493e-01 6.084683e-01 3.268131e-01
3.100000e-01 7.110098e-01 5.665201e-01 3.675012e-01
3.200000e-01 6.808815e-01 5.270811e-01 4.074785e-01
3.300000e-01 6.517573e-01 4.900448e-01 4.467989e-01
3.400000e-01 6.236203e-01 4.552969e-01 4.855159e-01
3.500000e-01 5.964510e-01 4.227224e-01 5.236782e-01
3.600000e-01 5.702286e-01 3.922079e-01 5.613304e-01
3.700000e-01 5.449317e-01 3.636423e-01 5.985128e-01
3.800000e-01 5.205380e-01 3.369196e-01 6.352607e-01
3.900000e-01 4.970243e-01 3.119387e-01 6.716036e-01
4.000000e-01 4.743686e-01 2.886037e-01 7.075654e-01
4.100000e-01 4.525516e-01 2.668244e-01 7.431629e-01
4.200000e-01 4.315571e-01 2.465167e-01 7.784039e-01
4.300000e-01 4.113734e-01 2.276037e-01 8.132839e-01
4.400000e-01 3.919944e-01 2.100168e-01 8.477777e-01
4.500000e-01 3.734278e-01 1.937018e-01 8.818257e-01
4.600000e-01 3.556966e-01 1.786181e-01 9.152828e-01
4.700000e-01 3.388909e-01 1.647755e-01 9.479607e-01
4.800000e-01 3.230743e-01 1.521611e-01 9.790973e-01
4.900000e-01 3.088294e-01 1.411453e-01 1.008644e+00
5.000000e-01 2.953979e-01 1.310257e-01 1.033754e+00
5.100000e-01 2.931089e-01 1.293477e-01 1.028919e+00
5.200000e-01 2.981167e-01 1.330504e-01 1.005027e+00
5.300000e-01 3.087718e-01 1.411069e-01 9.658601e-01
5.400000e-01 3.179809e-01 1.481916e-01 9.314070e-01
5.500000e-01 3.256940e-01 1.542130e-01 9.016441e-01
5.600000e-01 3.324802e-01 1.595821e-01 8.750811e-01
5.700000e-01 3.384376e-01 1.644682e-01 8.510758e-01
5.800000e-01 3.435773e-01 1.689186e-01 8.293680e-01
5.900000e-01 3.487505e-01 1.730595e-01 8.095003e-01
6.000000e-01 3.549402e-01 1.769678e-01 7.911803e-01
6.100000e-01 3.595664e-01 1.806549e-01 7.741849e-01
6.200000e-01 3.594751e-01 1.841046e-01 7.583113e-01
6.300000e-01 3.557742e-01 1.872973e-01 7.434241e-01
6.400000e-01 3.376870e-01 1.901790e-01 7.294120e-01
6.500000e-01 2.935133e-01 1.926350e-01 7.161971e-01
6.600000e-01 2.346290e-01 1.945768e-01 7.037020e-01
6.700000e-01 1.877815e-01 1.960654e-01 6.919242e-01
6.800000e-01 1.789765e-01 1.972897e-01 6.808553e-01
6.900000e-01 1.794900e-01 1.984091e-01 6.703663e-01
7.000000e-01 1.813913e-01 1.994794e-01 6.604005e-01
7.100000e-01 1.838147e-01 2.005185e-01 6.509449e-01
7.200000e-01 1.856746e-01 2.015381e-01 6.419713e-01
7.300000e-01 1.867509e-01 2.025347e-01 6.334977e-01
7.400000e-01 1.873806e-01 2.034873e-01 6.256040e-01
7.500000e-01 1.879579e-01 2.044393e-01 6.181065e-01
7.600000e-01 1.886467e-01 2.054288e-01 6.108267e-01
7.700000e-01 1.893364e-01 2.063175e-01 6.041987e-01
7.800000e-01 1.899932e-01 2.071352e-01 5.980627e-01
7.900000e-01 1.907218e-01 2.081617e-01 5.916083e-01
8.000000e-01 1.914275e-01 2.091494e-01 5.861135e-01
8.100000e-01 1.917229e-01 2.094713e-01 5.798216e-01
8.200000e-01 1.913981e-01 2.085859e-01 5.650833e-01
8.300000e-01 1.870887e-01 2.005687e-01 5.254428e-01
8.400000e-01 1.677938e-01 1.670984e-01 3.772104e-01
8.500000e-01 1.357995e-01 1.156999e-01 1.018262e-01
8.600000e-01 1.250000e-01 1.000000e-01 0.000000e+00
8.700000e-01 1.250000e-01 1.000000e-01 0.000000e+00
8.800000e-01 1.250000e-01 1.000000e-01 0.000000e+00
8.900000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.000000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.100000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.200000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.300000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.400000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.500000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.600000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.700000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.800000e-01 1.250000e-01 1.000000e-01 0.000000e+00
9.900000e-01 1.250000e-01 1.000000e-01 0.000000e+00
1.000000e+00 1.250000e-01 1.000000e-01 0.000000e+00
