###############PARAM###############
4.500174e+00 
51 
151 
###################################
-2.500000e-01 -7.500000e-01 5.526642e+00 6.688696e+00 -1.074728e-03 9.657583e-02
-2.500000e-01 -7.400000e-01 5.317682e+00 6.335606e+00 -1.142628e-03 3.315024e-01
-2.500000e-01 -7.300000e-01 5.004228e+00 5.837778e+00 -1.339189e-03 5.432791e-01
-2.500000e-01 -7.200000e-01 4.600950e+00 5.211195e+00 -1.441011e-03 7.360553e-01
-2.500000e-01 -7.100000e-01 4.220567e+00 4.635330e+00 -1.419239e-03 8.907305e-01
-2.500000e-01 -7.000000e-01 3.913736e+00 4.184313e+00 -1.373498e-03 1.004611e+00
-2.500000e-01 -6.900000e-01 3.694945e+00 3.872351e+00 -1.358823e-03 1.082213e+00
-2.500000e-01 -6.800000e-01 3.545182e+00 3.665401e+00 -1.342629e-03 1.134735e+00
-2.500000e-01 -6.700000e-01 3.436419e+00 3.519492e+00 -1.268835e-03 1.173286e+00
-2.500000e-01 -6.600000e-01 3.345646e+00 3.400118e+00 -1.147368e-03 1.205739e+00
-2.500000e-01 -6.500000e-01 3.263979e+00 3.294087e+00 -9.890715e-04 1.234328e+00
-2.500000e-01 -6.400000e-01 3.190075e+00 3.199260e+00 -7.960756e-04 1.259149e+00
-2.500000e-01 -6.300000e-01 3.120062e+00 3.110091e+00 -5.896417e-04 1.280960e+00
-2.500000e-01 -6.200000e-01 3.057087e+00 3.030866e+00 -3.689759e-04 1.298739e+00
-2.500000e-01 -6.100000e-01 2.997883e+00 2.956992e+00 -1.936226e-04 1.313733e+00
-2.500000e-01 -6.000000e-01 2.945241e+00 2.892297e+00 2.420212e-05 1.325063e+00
-2.500000e-01 -5.900000e-01 2.899941e+00 2.837824e+00 1.619175e-04 1.332828e+00
-2.500000e-01 -5.800000e-01 2.859453e+00 2.790116e+00 2.802893e-04 1.338051e+00
-2.500000e-01 -5.700000e-01 2.822025e+00 2.746816e+00 3.461160e-04 1.341722e+00
-2.500000e-01 -5.600000e-01 2.789313e+00 2.710241e+00 3.873167e-04 1.343626e+00
-2.500000e-01 -5.500000e-01 2.759473e+00 2.677957e+00 4.688471e-04 1.343222e+00
-2.500000e-01 -5.400000e-01 2.733956e+00 2.652007e+00 5.594745e-04 1.341369e+00
-2.500000e-01 -5.300000e-01 2.711413e+00 2.630579e+00 6.274967e-04 1.337919e+00
-2.500000e-01 -5.200000e-01 2.691407e+00 2.613126e+00 6.970028e-04 1.332755e+00
-2.500000e-01 -5.100000e-01 2.675073e+00 2.601368e+00 7.909501e-04 1.325195e+00
-2.500000e-01 -5.000000e-01 2.663373e+00 2.596204e+00 8.813213e-04 1.314613e+00
-2.500000e-01 -4.900000e-01 2.656287e+00 2.600685e+00 9.493958e-04 1.300128e+00
-2.500000e-01 -4.800000e-01 2.658429e+00 2.615231e+00 9.993962e-04 1.281091e+00
-2.500000e-01 -4.700000e-01 2.662712e+00 2.636025e+00 1.000343e-03 1.258948e+00
-2.500000e-01 -4.600000e-01 2.662053e+00 2.656042e+00 9.901524e-04 1.236155e+00
-2.500000e-01 -4.500000e-01 2.657090e+00 2.669426e+00 9.572580e-04 1.214622e+00
-2.500000e-01 -4.400000e-01 2.644747e+00 2.676193e+00 9.177735e-04 1.195718e+00
-2.500000e-01 -4.300000e-01 2.626017e+00 2.674103e+00 8.909788e-04 1.179466e+00
-2.500000e-01 -4.200000e-01 2.601463e+00 2.668186e+00 8.456142e-04 1.166052e+00
-2.500000e-01 -4.100000e-01 2.572770e+00 2.660010e+00 8.008060e-04 1.156126e+00
-2.500000e-01 -4.000000e-01 2.540566e+00 2.648999e+00 7.835262e-04 1.149617e+00
-2.500000e-01 -3.900000e-01 2.507455e+00 2.638280e+00 7.926449e-04 1.147541e+00
