###############PARAM###############
2.800112e+02 
257 
9 
###################################
1.500000e+00 0.000000e+00 2.602920e+00 6.787337e+00 4.983969e-01 0.000000e+00 0.000000e+00
1.500000e+00 1.963495e-01 2.602920e+00 6.787337e+00 4.983969e-01 8.363320e-04 0.000000e+00
1.500000e+00 3.926991e-01 2.604583e+00 6.796023e+00 4.982433e-01 9.084632e-05 0.000000e+00
1.500000e+00 5.890486e-01 2.605411e+00 6.800372e+00 4.982785e-01 9.505534e-05 0.000000e+00
1.500000e+00 7.853982e-01 2.605947e+00 6.803199e+00 4.982959e-01 8.255586e-05 0.000000e+00
1.500000e+00 9.817477e-01 2.606296e+00 6.805051e+00 4.983014e-01 7.496048e-05 0.000000e+00
1.500000e+00 1.178097e+00 2.606518e+00 6.806234e+00 4.983029e-01 6.836735e-05 0.000000e+00
1.500000e+00 1.374447e+00 2.606652e+00 6.806945e+00 4.982955e-01 8.896146e-05 0.000000e+00
1.500000e+00 1.570796e+00 2.606652e+00 6.806945e+00 4.982955e-01 0.000000e+00 0.000000e+00
1.572266e+00 0.000000e+00 2.423051e+00 5.864540e+00 4.923110e-01 0.000000e+00 0.000000e+00
1.572266e+00 1.963495e-01 2.423051e+00 5.864540e+00 4.923110e-01 9.002145e-04 0.000000e+00
1.572266e+00 3.926991e-01 2.424613e+00 5.872111e+00 4.921584e-01 1.003954e-04 0.000000e+00
1.572266e+00 5.890486e-01 2.425383e+00 5.875866e+00 4.921936e-01 1.052111e-04 0.000000e+00
1.572266e+00 7.853982e-01 2.425882e+00 5.878310e+00 4.922115e-01 9.144921e-05 0.000000e+00
1.572266e+00 9.817477e-01 2.426207e+00 5.879913e+00 4.922177e-01 8.298658e-05 0.000000e+00
1.572266e+00 1.178097e+00 2.426414e+00 5.880936e+00 4.922195e-01 7.552454e-05 0.000000e+00
1.572266e+00 1.374447e+00 2.426541e+00 5.881556e+00 4.922121e-01 9.718510e-05 0.000000e+00
1.572266e+00 1.570796e+00 2.426541e+00 5.881556e+00 4.922121e-01 0.000000e+00 0.000000e+00
1.644531e+00 0.000000e+00 2.345757e+00 5.507253e+00 4.905618e-01 0.000000e+00 0.000000e+00
1.644531e+00 1.963495e-01 2.345757e+00 5.507253e+00 4.905618e-01 9.367917e-04 0.000000e+00
1.644531e+00 3.926991e-01 2.347268e+00 5.514360e+00 4.904092e-01 1.041022e-04 0.000000e+00
1.644531e+00 5.890486e-01 2.348014e+00 5.517888e+00 4.904443e-01 1.099277e-04 0.000000e+00
1.644531e+00 7.853982e-01 2.348497e+00 5.520183e+00 4.904624e-01 9.584816e-05 0.000000e+00
1.644531e+00 9.817477e-01 2.348812e+00 5.521691e+00 4.904688e-01 8.704108e-05 0.000000e+00
1.644531e+00 1.178097e+00 2.349013e+00 5.522651e+00 4.904708e-01 7.910966e-05 0.000000e+00
1.644531e+00 1.374447e+00 2.349135e+00 5.523234e+00 4.904634e-01 1.015213e-04 0.000000e+00
1.644531e+00 1.570796e+00 2.349135e+00 5.523234e+00 4.904634e-01 0.000000e+00 0.000000e+00
1.716797e+00 0.000000e+00 2.256413e+00 5.091498e+00 4.868232e-01 0.000000e+00 0.000000e+00
1.716797e+00 1.963495e-01 2.256413e+00 5.091498e+00 4.868232e-01 9.796642e-04 0.000000e+00
1.716797e+00 3.926991e-01 2.257870e+00 5.098085e+00 4.866708e-01 1.093500e-04 0.000000e+00
1.716797e+00 5.890486e-01 2.258588e+00 5.101348e+00 4.867060e-01 1.162495e-04 0.000000e+00
1.716797e+00 7.853982e-01 2.259053e+00 5.103471e+00 4.867244e-01 1.015932e-04 0.000000e+00
1.716797e+00 9.817477e-01 2.259356e+00 5.104866e+00 4.867312e-01 9.227102e-05 0.000000e+00
1.716797e+00 1.178097e+00 2.259549e+00 5.105755e+00 4.867334e-01 8.371241e-05 0.000000e+00
1.716797e+00 1.374447e+00 2.259667e+00 5.106295e+00 4.867260e-01 1.068837e-04 0.000000e+00
1.716797e+00 1.570796e+00 2.259667e+00 5.106295e+00 4.867260e-01 0.000000e+00 0.000000e+00
1.789062e+00 0.000000e+00 2.181300e+00 4.759200e+00 4.834028e-01 0.000000e+00 0.000000e+00
1.789062e+00 1.963495e-01 2.181300e+00 4.759200e+00 4.834028e-01 1.021265e-03 0.000000e+00
1.789062e+00 3.926991e-01 2.182711e+00 4.765366e+00 4.832507e-01 1.143338e-04 0.000000e+00
1.789062e+00 5.890486e-01 2.183405e+00 4.768417e+00 4.832857e-01 1.222827e-04 0.000000e+00
1.789062e+00 7.853982e-01 2.183854e+00 4.770402e+00 4.833045e-01 1.071318e-04 0.000000e+00
1.789062e+00 9.817477e-01 2.184148e+00 4.771707e+00 4.833116e-01 9.734076e-05 0.000000e+00
1.789062e+00 1.178097e+00 2.184335e+00 4.772538e+00 4.833140e-01 8.816384e-05 0.000000e+00
1.789062e+00 1.374447e+00 2.184449e+00 4.773044e+00 4.833066e-01 1.120530e-04 0.000000e+00
1.789062e+00 1.570796e+00 2.184449e+00 4.773044e+00 4.833066e-01 0.000000e+00 0.000000e+00
1.861328e+00 0.000000e+00 2.112340e+00 4.462504e+00 4.795235e-01 0.000000e+00 0.000000e+00
1.861328e+00 1.963495e-01 2.112340e+00 4.462504e+00 4.795235e-01 1.063412e-03 0.000000e+00
1.861328e+00 3.926991e-01 2.113708e+00 4.468294e+00 4.793718e-01 1.194755e-04 0.000000e+00
1.861328e+00 5.890486e-01 2.114381e+00 4.471155e+00 4.794068e-01 1.285423e-04 0.000000e+00
1.861328e+00 7.853982e-01 2.114816e+00 4.473017e+00 4.794259e-01 1.128938e-04 0.000000e+00
1.861328e+00 9.817477e-01 2.115101e+00 4.474242e+00 4.794333e-01 1.026107e-04 0.000000e+00
1.861328e+00 1.178097e+00 2.115282e+00 4.475021e+00 4.794360e-01 9.276857e-05 0.000000e+00
1.861328e+00 1.374447e+00 2.115393e+00 4.475496e+00 4.794285e-01 1.173425e-04 0.000000e+00
1.861328e+00 1.570796e+00 2.115393e+00 4.475496e+00 4.794285e-01 0.000000e+00 0.000000e+00
1.933594e+00 0.000000e+00 2.050300e+00 4.204190e+00 4.755194e-01 0.000000e+00 0.000000e+00
1.933594e+00 1.963495e-01 2.050300e+00 4.204190e+00 4.755194e-01 1.105661e-03 0.000000e+00
